Day,Month,Year,Hour,Min,Sec,mode,Time,BBBV,BBBVs,style,cell0,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,Lcl,Rcl,Dcl,Leff,Reff,Deff,Openings,Islands,Path,GZiNi,HZiNi
16,1,2025,12,12,0,BEG,6.03,12,1.99,NF,20,22,11,0,0,1,0,0,0,19,0,0,16,0,0,2,3,623,11,11
16,1,2025,12,12,8,BEG,4.17,12,2.87,NF,21,19,11,3,0,0,0,0,0,17,0,0,16,0,0,2,3,464,9,11
16,1,2025,12,12,22,BEG,6.43,20,3.11,NF,16,25,8,3,2,0,0,0,0,24,0,0,22,0,0,2,2,816,14,14
16,1,2025,12,12,41,BEG,5.98,16,2.67,NF,20,19,9,6,0,0,0,0,0,21,0,0,19,0,0,2,2,739,13,12
16,1,2025,12,12,53,BEG,5.97,15,2.51,NF,18,20,14,2,0,0,0,0,0,24,0,0,20,0,0,2,4,816,11,13
16,1,2025,12,13,3,BEG,7.92,18,2.27,NF,14,28,10,2,0,0,0,0,0,30,0,0,24,0,0,3,4,933,16,16
16,1,2025,12,13,15,BEG,7.89,20,2.53,NF,15,24,12,3,0,0,0,0,0,29,0,0,25,0,0,3,3,883,14,14
16,1,2025,12,13,29,BEG,8.41,14,1.66,NF,15,27,7,5,0,0,0,0,0,30,0,0,25,0,0,5,4,1069,14,14
16,1,2025,12,13,46,BEG,7.62,15,1.96,NF,16,23,10,4,1,0,0,0,0,27,0,0,23,0,0,3,5,1046,15,15
16,1,2025,12,13,55,BEG,7.77,19,2.44,NF,16,25,11,1,1,0,0,0,0,28,0,0,23,0,0,2,3,1174,14,15
16,1,2025,12,14,13,BEG,6.35,19,2.99,NF,16,23,13,2,0,0,0,0,0,24,0,0,20,0,0,2,3,739,15,16
16,1,2025,12,14,34,BEG,5.66,16,2.82,NF,15,25,12,1,1,0,0,0,0,25,0,0,20,0,0,4,3,654,13,14
16,1,2025,12,14,55,BEG,5.80,16,2.75,NF,17,15,21,1,0,0,0,0,0,22,0,0,20,0,0,2,2,555,14,16
16,1,2025,12,15,7,BEG,6.47,16,2.47,NF,14,27,10,3,0,0,0,0,0,25,0,0,22,0,0,3,4,730,13,13
16,1,2025,12,15,52,BEG,9.69,22,2.27,NF,12,22,17,3,0,0,0,0,0,33,0,0,29,0,0,3,4,1287,15,17
16,1,2025,12,16,3,BEG,5.46,13,2.38,NF,18,22,11,3,0,0,0,0,0,18,0,0,15,0,0,2,4,634,10,11
17,1,2025,1,15,23,BEG,7.92,19,2.39,NF,17,19,12,4,2,0,0,0,0,30,0,0,25,0,0,3,4,851,16,17
17,1,2025,1,15,43,BEG,7.42,20,2.69,NF,14,25,9,6,0,0,0,0,0,26,0,0,24,0,0,3,3,923,15,16
17,1,2025,15,32,55,BEG,8.13,24,2.95,NF,14,24,10,6,0,0,0,0,0,35,0,0,31,0,0,3,3,876,16,19
17,1,2025,15,33,3,BEG,6.87,17,2.47,NF,21,18,8,7,0,0,0,0,0,28,0,0,23,0,0,3,2,790,14,14
17,1,2025,15,33,18,BEG,7.24,22,3.03,NF,15,23,8,8,0,0,0,0,0,30,0,0,27,0,0,3,2,784,16,17
18,1,2025,0,40,56,BEG,6.34,17,2.68,NF,19,18,12,4,1,0,0,0,0,19,0,0,17,0,0,1,2,714,11,13
18,1,2025,0,41,8,BEG,7.53,25,3.32,NF,16,19,14,4,1,0,0,0,0,30,0,0,29,0,0,2,1,1004,15,17
18,1,2025,0,41,28,BEG,9.90,28,2.82,NF,9,33,10,2,0,0,0,0,0,42,0,0,37,0,0,3,2,1215,18,19
18,1,2025,0,41,58,BEG,8.81,28,3.17,NF,11,26,15,2,0,0,0,0,0,37,0,0,33,0,0,3,2,1118,19,19
18,1,2025,0,42,11,BEG,6.48,18,2.77,NF,15,21,13,4,1,0,0,0,0,29,0,0,25,0,0,4,5,897,16,17
18,1,2025,0,42,41,BEG,6.14,14,2.28,NF,20,20,11,2,1,0,0,0,0,28,0,0,24,0,0,5,2,880,10,12
18,1,2025,0,42,53,BEG,5.88,13,2.21,NF,17,19,16,2,0,0,0,0,0,20,0,0,17,0,0,3,3,783,11,12
18,1,2025,0,43,12,BEG,7.66,19,2.48,NF,16,23,12,3,0,0,0,0,0,29,0,0,26,0,0,3,1,903,14,14
18,1,2025,0,43,37,BEG,4.78,12,2.51,NF,22,22,4,5,1,0,0,0,0,18,0,0,16,0,0,2,2,677,10,10
18,1,2025,0,43,43,BEG,4.83,16,3.31,NF,17,22,11,4,0,0,0,0,0,19,0,0,18,0,0,1,2,612,11,14
18,1,2025,0,43,53,BEG,4.33,15,3.46,NF,20,15,12,6,1,0,0,0,0,19,0,0,17,0,0,2,1,540,11,13
18,1,2025,0,44,26,BEG,5.87,14,2.38,NF,20,20,10,4,0,0,0,0,0,23,0,0,20,0,0,3,4,837,9,10
18,1,2025,0,44,44,BEG,4.97,10,2.01,NF,23,18,8,3,2,0,0,0,0,20,0,0,16,0,0,3,4,735,10,10
18,1,2025,0,45,17,BEG,5.69,13,2.28,NF,17,27,4,5,0,1,0,0,0,24,0,0,20,0,0,4,3,744,11,12
18,1,2025,0,45,46,BEG,11.08,28,2.52,NF,9,27,16,2,0,0,0,0,0,39,0,0,35,0,0,3,2,1320,20,20
18,1,2025,0,45,57,BEG,3.71,7,1.88,NF,26,12,11,5,0,0,0,0,0,10,0,0,9,0,0,2,3,576,7,7
18,1,2025,0,46,6,BEG,5.82,14,2.40,NF,18,22,10,3,1,0,0,0,0,23,0,0,19,0,0,3,3,717,12,11
18,1,2025,0,46,30,BEG,8.81,25,2.83,NF,17,20,10,6,1,0,0,0,0,28,0,0,26,0,0,1,1,1058,16,17
18,1,2025,0,46,37,BEG,5.87,12,2.04,NF,20,20,9,4,1,0,0,0,0,22,0,0,19,0,0,3,2,708,11,12
18,1,2025,0,49,34,BEG,7.21,19,2.63,NF,13,29,7,5,0,0,0,0,0,29,0,0,26,0,0,3,4,904,16,17
18,1,2025,0,49,43,BEG,6.55,15,2.29,NF,18,26,7,3,0,0,0,0,0,24,0,0,19,0,0,3,3,997,12,12
18,1,2025,0,49,53,BEG,8.66,24,2.77,NF,9,30,12,3,0,0,0,0,0,36,0,0,32,0,0,3,3,900,16,19
18,1,2025,0,50,8,BEG,4.47,14,3.13,NF,23,16,12,1,2,0,0,0,0,16,0,0,14,0,0,1,1,526,9,10
18,1,2025,0,50,16,BEG,6.34,23,3.62,NF,14,29,7,3,1,0,0,0,0,28,0,0,25,0,0,3,1,806,13,16
18,1,2025,0,50,29,BEG,9.88,34,3.44,NF,9,27,14,4,0,0,0,0,0,41,0,0,37,0,0,1,1,1162,20,22
18,1,2025,0,50,54,BEG,6.74,21,3.11,NF,16,28,6,3,1,0,0,0,0,32,0,0,29,0,0,3,3,914,13,14
18,1,2025,0,51,4,BEG,7.74,23,2.97,NF,13,28,9,3,1,0,0,0,0,32,0,0,29,0,0,3,2,979,16,17
18,1,2025,0,51,31,BEG,5.92,11,1.85,NF,20,22,8,4,0,0,0,0,0,22,0,0,17,0,0,3,4,799,10,11
18,1,2025,0,51,58,BEG,8.47,19,2.24,NF,15,23,13,2,1,0,0,0,0,34,0,0,28,0,0,4,2,1028,16,17
18,1,2025,10,46,2,BEG,7.02,22,3.13,NF,13,24,16,1,0,0,0,0,0,30,0,0,27,0,0,2,2,882,15,19
18,1,2025,10,46,14,BEG,5.86,11,1.87,NF,20,21,7,3,3,0,0,0,0,14,0,0,12,0,0,2,3,766,11,11
18,1,2025,10,46,57,BEG,8.56,22,2.57,NF,15,25,9,5,0,0,0,0,0,35,0,0,30,0,0,4,2,999,16,16
18,1,2025,10,47,22,BEG,6.65,15,2.25,NF,26,11,8,7,2,0,0,0,0,19,0,0,18,0,0,1,2,730,12,14
18,1,2025,10,55,34,BEG,7.04,16,2.27,NF,15,25,13,1,0,0,0,0,0,30,0,0,23,0,0,4,3,821,11,12
18,1,2025,10,55,42,BEG,6.99,19,2.71,NF,15,22,14,2,1,0,0,0,0,28,0,0,24,0,0,3,3,771,14,14
18,1,2025,10,56,28,BEG,4.65,13,2.79,NF,17,26,7,2,2,0,0,0,0,18,0,0,17,0,0,2,2,516,10,12
18,1,2025,10,56,45,BEG,7.99,26,3.25,NF,16,21,12,5,0,0,0,0,0,31,0,0,28,0,0,2,1,887,18,19
4,2,2025,23,47,46,BEG,3.86,12,3.10,NF,22,18,11,3,0,0,0,0,0,16,0,0,14,0,0,2,2,532,8,8
4,2,2025,23,47,56,BEG,3.94,7,1.77,NF,23,18,7,4,2,0,0,0,0,15,0,0,12,0,0,3,3,509,7,7
4,2,2025,23,48,5,BEG,6.92,18,2.60,NF,13,26,10,5,0,0,0,0,0,27,0,0,24,0,0,3,6,922,16,17
4,2,2025,23,48,23,BEG,7.26,23,3.16,NF,11,27,16,0,0,0,0,0,0,32,0,0,28,0,0,3,5,869,15,16
4,2,2025,23,48,30,BEG,4.43,8,1.80,NF,21,21,8,2,2,0,0,0,0,17,0,0,15,0,0,3,3,589,8,8
4,2,2025,23,48,49,BEG,5.04,11,2.18,NF,18,26,7,3,0,0,0,0,0,20,0,0,18,0,0,4,3,717,11,11
4,2,2025,23,48,56,BEG,5.98,13,2.17,NF,20,22,10,2,0,0,0,0,0,22,0,0,20,0,0,3,6,902,13,13
4,2,2025,23,49,7,BEG,4.46,15,3.36,NF,19,19,12,4,0,0,0,0,0,19,0,0,16,0,0,2,3,507,12,13
4,2,2025,23,49,27,BEG,8.24,23,2.79,NF,15,19,15,4,1,0,0,0,0,28,0,0,27,0,0,2,2,909,17,21
4,2,2025,23,49,40,BEG,7.23,23,3.18,NF,17,19,15,3,0,0,0,0,0,30,0,0,27,0,0,2,1,932,13,16
4,2,2025,23,49,52,BEG,7.89,20,2.53,NF,13,25,11,4,1,0,0,0,0,32,0,0,29,0,0,4,3,921,15,16
4,2,2025,23,50,10,BEG,8.15,22,2.69,NF,18,20,11,4,1,0,0,0,0,28,0,0,26,0,0,2,2,1002,15,17
5,2,2025,10,9,0,BEG,6.23,11,1.76,Flag,20,16,14,3,1,0,0,0,0,19,1,1,17,1,1,4,3,730,11,11
5,2,2025,10,9,11,BEG,4.99,11,2.20,Flag,21,19,10,3,1,0,0,0,0,10,2,2,9,2,2,2,4,475,9,9
5,2,2025,10,9,38,BEG,8.91,23,2.58,Flag,14,25,14,1,0,0,0,0,0,11,4,6,9,4,6,2,2,716,15,16
5,2,2025,10,39,1,BEG,2.36,5,2.11,NF,23,24,3,2,2,0,0,0,0,8,0,0,6,0,0,2,3,448,5,5
5,2,2025,10,39,13,BEG,6.12,13,2.12,NF,20,19,9,5,1,0,0,0,0,21,0,0,19,0,0,2,3,962,12,11
5,2,2025,10,39,31,BEG,7.88,18,2.28,NF,16,26,9,2,1,0,0,0,0,26,0,0,24,0,0,3,4,907,14,14
5,2,2025,10,39,41,BEG,6.65,18,2.70,NF,15,25,11,3,0,0,0,0,0,25,0,0,22,0,0,3,3,755,11,12
12,2,2025,22,46,47,BEG,5.82,16,2.74,Flag,17,22,14,1,0,0,0,0,0,23,1,0,19,1,0,2,2,479,12,12
13,2,2025,10,26,43,BEG,5.45,8,1.46,Flag,19,26,4,5,0,0,0,0,0,7,2,3,7,2,2,3,5,686,8,8
13,2,2025,10,26,54,BEG,8.72,14,1.60,Flag,17,18,15,4,0,0,0,0,0,18,3,3,18,1,1,4,4,995,14,14
13,2,2025,10,27,2,BEG,5.39,9,1.66,NF,20,23,6,4,1,0,0,0,0,16,0,0,11,0,0,3,5,716,9,9
14,2,2025,16,53,26,BEG,4.93,16,3.24,NF,18,23,11,2,0,0,0,0,0,16,0,0,16,0,0,1,3,815,11,13
14,2,2025,16,53,37,BEG,5.77,12,2.07,NF,20,17,10,7,0,0,0,0,0,20,0,0,16,0,0,3,4,816,12,12
14,2,2025,16,53,45,BEG,5.80,12,2.06,NF,22,17,11,2,2,0,0,0,0,21,0,0,17,0,0,3,1,779,10,12
14,2,2025,22,23,52,BEG,6.43,9,1.39,NF,18,25,9,2,0,0,0,0,0,23,0,0,18,0,0,4,4,737,9,9
14,2,2025,22,23,58,BEG,4.54,10,2.20,NF,28,11,7,4,4,0,0,0,0,16,0,0,14,0,0,2,3,483,8,8
16,2,2025,1,31,29,BEG,6.56,14,2.13,NF,16,26,9,3,0,0,0,0,0,25,0,0,23,0,0,3,2,844,11,11
16,2,2025,1,31,37,BEG,7.41,20,2.69,NF,15,23,15,1,0,0,0,0,0,28,0,0,24,0,0,2,2,900,13,14
16,2,2025,1,31,46,BEG,7.63,24,3.14,NF,20,18,9,7,0,0,0,0,0,31,0,0,29,0,0,1,3,1077,16,20
16,2,2025,1,32,2,BEG,5.28,17,3.21,NF,18,16,19,1,0,0,0,0,0,22,0,0,20,0,0,2,2,753,13,14
16,2,2025,1,32,34,BEG,5.83,17,2.91,NF,18,20,11,5,0,0,0,0,0,22,0,0,21,0,0,2,4,722,15,15
16,2,2025,1,32,53,BEG,7.59,18,2.37,NF,13,25,13,3,0,0,0,0,0,33,0,0,27,0,0,5,4,1020,15,15
16,2,2025,1,33,1,BEG,7.24,10,1.38,NF,18,22,11,3,0,0,0,0,0,29,0,0,20,0,0,4,3,1012,10,10
16,2,2025,1,33,13,BEG,4.28,15,3.50,NF,20,18,13,3,0,0,0,0,0,20,0,0,18,0,0,2,2,493,11,11
16,2,2025,1,33,26,BEG,7.02,21,2.99,NF,17,21,7,6,3,0,0,0,0,24,0,0,22,0,0,2,1,805,16,18
16,2,2025,1,33,48,BEG,6.39,18,2.81,NF,12,25,15,2,0,0,0,0,0,28,0,0,22,0,0,3,4,822,16,16
16,2,2025,1,33,55,BEG,3.19,9,2.82,NF,22,21,8,2,1,0,0,0,0,11,0,0,10,0,0,2,2,482,7,9
16,2,2025,1,34,13,BEG,6.59,13,1.97,NF,19,19,12,4,0,0,0,0,0,24,0,0,21,0,0,4,5,728,11,11
16,2,2025,1,34,19,BEG,5.60,15,2.67,NF,15,30,5,1,2,1,0,0,0,23,0,0,20,0,0,3,2,642,10,12
16,2,2025,1,34,41,BEG,7.83,15,1.91,NF,14,22,16,2,0,0,0,0,0,35,0,0,28,0,0,5,5,978,13,13
16,2,2025,1,34,49,BEG,6.44,15,2.32,NF,17,26,7,2,1,1,0,0,0,20,0,0,16,0,0,2,4,913,12,12
16,2,2025,1,35,7,BEG,6.95,25,3.59,NF,13,26,13,2,0,0,0,0,0,32,0,0,29,0,0,2,1,752,14,16
16,2,2025,1,35,20,BEG,10.26,29,2.82,NF,12,29,10,2,1,0,0,0,0,41,0,0,36,0,0,3,1,1374,17,16
16,2,2025,1,35,57,BEG,5.36,10,1.86,NF,18,22,11,3,0,0,0,0,0,17,0,0,15,0,0,4,4,703,10,10
16,2,2025,1,36,10,BEG,7.18,12,1.67,NF,21,16,9,4,4,0,0,0,0,24,0,0,21,0,0,4,5,933,11,11
16,2,2025,1,38,8,BEG,3.42,10,2.92,NF,25,14,14,0,1,0,0,0,0,12,0,0,11,0,0,2,3,476,10,10
16,2,2025,1,38,31,BEG,5.11,10,1.95,NF,25,16,11,1,1,0,0,0,0,14,0,0,13,0,0,2,3,679,8,8
16,2,2025,1,38,46,BEG,8.69,29,3.33,NF,10,26,16,2,0,0,0,0,0,39,0,0,34,0,0,3,2,1173,18,18
16,2,2025,1,38,54,BEG,6.83,19,2.78,NF,20,18,10,6,0,0,0,0,0,26,0,0,23,0,0,3,1,893,14,15
17,2,2025,0,30,44,BEG,6.00,16,2.66,NF,18,21,11,3,1,0,0,0,0,24,0,0,21,0,0,2,3,696,13,15
17,2,2025,0,30,52,BEG,6.83,18,2.63,NF,12,31,7,3,1,0,0,0,0,32,0,0,28,0,0,4,3,895,15,14
17,2,2025,11,5,24,BEG,4.01,10,2.49,NF,20,21,10,2,1,0,0,0,0,15,0,0,13,0,0,2,3,664,9,9
17,2,2025,11,5,43,BEG,8.71,14,1.60,NF,14,22,12,4,2,0,0,0,0,30,0,0,24,0,0,5,6,1207,14,14
17,2,2025,11,6,0,BEG,6.19,17,2.74,NF,19,18,11,4,2,0,0,0,0,26,0,0,24,0,0,3,3,696,14,15
17,2,2025,11,6,28,BEG,7.30,18,2.46,NF,16,26,8,4,0,0,0,0,0,30,0,0,28,0,0,3,6,1037,15,15
17,2,2025,11,7,0,BEG,8.66,25,2.88,NF,9,28,11,6,0,0,0,0,0,39,0,0,33,0,0,3,2,808,19,22
17,2,2025,11,7,14,BEG,4.61,11,2.38,NF,23,14,10,6,1,0,0,0,0,19,0,0,15,0,0,3,3,615,9,9
17,2,2025,11,7,26,BEG,7.01,18,2.56,NF,17,24,10,2,1,0,0,0,0,28,0,0,24,0,0,3,4,867,13,15
17,2,2025,11,7,35,BEG,6.95,17,2.44,NF,14,28,8,4,0,0,0,0,0,29,0,0,25,0,0,4,5,995,14,14
17,2,2025,11,7,48,BEG,8.99,28,3.11,NF,12,24,17,1,0,0,0,0,0,39,0,0,35,0,0,3,1,1168,15,19
17,2,2025,11,8,5,BEG,7.01,17,2.42,NF,21,18,13,1,1,0,0,0,0,28,0,0,21,0,0,2,3,968,14,15
17,2,2025,11,8,13,BEG,5.10,10,1.96,NF,22,16,12,3,1,0,0,0,0,18,0,0,15,0,0,3,6,778,10,10
17,2,2025,11,8,22,BEG,7.05,20,2.83,NF,15,24,10,5,0,0,0,0,0,31,0,0,27,0,0,3,2,952,16,16
17,2,2025,11,8,36,BEG,4.09,8,1.95,NF,22,20,7,5,0,0,0,0,0,14,0,0,11,0,0,2,3,516,8,8
17,2,2025,11,8,57,BEG,6.26,13,2.07,NF,19,19,9,5,2,0,0,0,0,25,0,0,22,0,0,4,6,827,12,12
17,2,2025,11,9,6,BEG,6.25,15,2.40,NF,18,20,11,5,0,0,0,0,0,27,0,0,22,0,0,3,4,929,14,15
17,2,2025,11,9,13,BEG,5.40,13,2.40,NF,26,15,7,4,1,1,0,0,0,15,0,0,13,0,0,1,2,605,10,12
17,2,2025,11,9,32,BEG,5.75,17,2.95,NF,16,19,16,3,0,0,0,0,0,22,0,0,20,0,0,2,3,798,13,16
17,2,2025,11,9,48,BEG,4.13,8,1.93,NF,22,18,11,2,1,0,0,0,0,17,0,0,14,0,0,3,2,667,8,8
17,2,2025,11,10,5,BEG,6.93,17,2.45,NF,18,22,9,5,0,0,0,0,0,27,0,0,22,0,0,3,4,784,13,14
17,2,2025,11,17,2,BEG,5.43,19,3.49,NF,20,24,8,1,1,0,0,0,0,21,0,0,19,0,0,1,2,739,10,12
17,2,2025,11,17,13,BEG,5.28,11,2.08,NF,22,18,8,3,1,2,0,0,0,15,0,0,13,0,0,3,5,683,11,11
17,2,2025,11,17,32,BEG,8.83,27,3.05,NF,11,24,15,4,0,0,0,0,0,36,0,0,33,0,0,3,3,1039,18,19
17,2,2025,11,18,43,BEG,5.06,7,1.38,NF,24,10,12,8,0,0,0,0,0,15,0,0,13,0,0,3,2,634,7,7
17,2,2025,11,19,9,BEG,8.14,23,2.82,NF,12,24,17,1,0,0,0,0,0,31,0,0,27,0,0,4,1,996,17,17
17,2,2025,11,19,20,BEG,8.44,17,2.01,NF,17,20,12,4,1,0,0,0,0,30,0,0,26,0,0,4,2,1070,14,15
17,2,2025,11,52,52,BEG,5.22,11,2.10,NF,22,20,7,5,0,0,0,0,0,15,0,0,14,0,0,2,4,766,9,11
17,2,2025,12,50,20,BEG,6.16,18,2.92,NF,19,16,13,5,1,0,0,0,0,22,0,0,21,0,0,2,1,738,12,13
17,2,2025,12,50,43,BEG,5.18,19,3.66,NF,18,17,18,1,0,0,0,0,0,19,0,0,19,0,0,1,3,830,17,17
17,2,2025,12,51,8,BEG,7.24,14,1.93,NF,17,20,13,2,2,0,0,0,0,29,0,0,23,0,0,4,5,830,14,14
17,2,2025,12,51,15,BEG,6.61,20,3.02,NF,15,20,15,3,1,0,0,0,0,27,0,0,25,0,0,3,2,777,17,17
17,2,2025,12,51,35,BEG,8.01,14,1.74,NF,18,22,10,3,1,0,0,0,0,27,0,0,22,0,0,4,3,1065,14,14
17,2,2025,12,52,12,BEG,8.44,30,3.55,NF,9,33,10,2,0,0,0,0,0,39,0,0,36,0,0,3,3,1129,18,18
17,2,2025,12,52,48,BEG,6.98,16,2.29,NF,15,24,9,6,0,0,0,0,0,23,0,0,20,0,0,3,5,977,14,14
17,2,2025,12,52,57,BEG,7.29,21,2.88,NF,15,24,11,4,0,0,0,0,0,30,0,0,26,0,0,3,5,765,17,19
17,2,2025,12,53,20,BEG,6.82,12,1.75,NF,21,15,12,6,0,0,0,0,0,27,0,0,22,0,0,4,5,865,12,12
17,2,2025,12,53,36,BEG,4.93,12,2.43,NF,18,21,12,3,0,0,0,0,0,23,0,0,19,0,0,4,1,688,10,10
17,2,2025,12,53,46,BEG,8.34,19,2.27,NF,15,17,20,2,0,0,0,0,0,33,0,0,26,0,0,3,3,1126,15,15
17,2,2025,12,53,56,BEG,6.86,14,2.04,NF,14,25,13,2,0,0,0,0,0,20,0,0,16,0,0,3,4,948,13,14
17,2,2025,12,54,3,BEG,6.54,19,2.90,NF,15,22,12,4,1,0,0,0,0,28,0,0,24,0,0,3,3,901,16,17
17,2,2025,12,54,12,BEG,7.55,27,3.57,NF,9,33,12,0,0,0,0,0,0,34,0,0,30,0,0,2,3,863,18,18
18,2,2025,11,22,11,BEG,6.80,17,2.50,NF,16,22,10,5,1,0,0,0,0,27,0,0,23,0,0,4,2,703,13,12
18,2,2025,11,22,18,BEG,6.03,14,2.32,NF,17,22,9,6,0,0,0,0,0,21,0,0,18,0,0,3,4,724,13,13
18,2,2025,11,22,28,BEG,6.82,21,3.07,NF,17,25,9,2,1,0,0,0,0,27,0,0,23,0,0,2,3,860,15,15
18,2,2025,11,22,42,BEG,4.63,12,2.59,NF,21,18,11,3,1,0,0,0,0,18,0,0,15,0,0,2,3,629,11,12
18,2,2025,11,23,7,BEG,8.99,28,3.11,NF,12,27,13,2,0,0,0,0,0,35,0,0,32,0,0,2,2,1115,17,18
18,2,2025,11,23,24,BEG,8.58,27,3.14,NF,11,26,15,2,0,0,0,0,0,35,0,0,32,0,0,3,1,958,17,19
18,2,2025,11,23,31,BEG,5.24,11,2.09,NF,17,27,7,3,0,0,0,0,0,20,0,0,17,0,0,3,3,688,9,9
18,2,2025,11,23,35,BEG,2.87,5,1.74,NF,24,21,7,1,1,0,0,0,0,12,0,0,10,0,0,3,1,344,5,5
18,2,2025,11,23,57,BEG,8.40,25,2.97,NF,12,27,13,2,0,0,0,0,0,36,0,0,32,0,0,4,1,1044,16,15
18,2,2025,12,27,5,BEG,8.18,21,2.56,NF,16,20,14,3,1,0,0,0,0,26,0,0,23,0,0,2,2,728,16,18
18,2,2025,12,27,23,BEG,8.32,20,2.40,NF,17,17,15,5,0,0,0,0,0,32,0,0,28,0,0,4,3,911,15,19
18,2,2025,13,2,9,BEG,5.53,16,2.89,NF,17,19,16,2,0,0,0,0,0,24,0,0,21,0,0,3,4,688,14,14
18,2,2025,13,2,27,BEG,9.30,26,2.79,NF,14,23,14,2,1,0,0,0,0,37,0,0,35,0,0,4,2,1366,17,20
18,2,2025,13,2,47,BEG,8.10,25,3.08,NF,10,33,7,4,0,0,0,0,0,34,0,0,31,0,0,3,5,1094,15,19
18,2,2025,13,2,56,BEG,7.36,28,3.80,NF,11,30,13,0,0,0,0,0,0,31,0,0,28,0,0,1,2,871,16,18
18,2,2025,13,3,27,BEG,3.63,7,1.92,NF,20,18,15,1,0,0,0,0,0,13,0,0,10,0,0,2,5,596,7,7
18,2,2025,13,3,38,BEG,5.89,15,2.54,NF,16,20,14,3,1,0,0,0,0,25,0,0,23,0,0,4,3,775,13,13
18,2,2025,13,3,51,BEG,7.87,21,2.66,NF,12,26,11,5,0,0,0,0,0,31,0,0,26,0,0,3,4,1031,13,14
18,2,2025,13,4,1,BEG,6.88,23,3.34,NF,16,21,14,3,0,0,0,0,0,29,0,0,27,0,0,2,1,892,14,15
18,2,2025,13,4,15,BEG,6.34,15,2.36,NF,23,15,12,2,2,0,0,0,0,20,0,0,18,0,0,2,3,899,12,12
18,2,2025,13,4,27,BEG,5.52,15,2.71,NF,20,18,12,3,1,0,0,0,0,22,0,0,20,0,0,3,5,690,13,12
18,2,2025,13,4,44,BEG,8.03,18,2.24,NF,17,21,9,7,0,0,0,0,0,31,0,0,28,0,0,4,1,1064,15,15
18,2,2025,13,5,17,BEG,3.25,8,2.46,NF,22,21,7,2,2,0,0,0,0,11,0,0,9,0,0,2,3,587,8,8
18,2,2025,13,5,36,BEG,7.02,18,2.56,NF,18,20,11,4,1,0,0,0,0,28,0,0,25,0,0,3,2,957,12,15
18,2,2025,13,5,42,BEG,4.30,10,2.32,NF,20,20,11,3,0,0,0,0,0,19,0,0,16,0,0,3,2,542,10,10
18,2,2025,13,5,56,BEG,6.92,19,2.74,NF,19,15,14,6,0,0,0,0,0,30,0,0,26,0,0,3,3,1055,14,14
18,2,2025,13,6,9,BEG,3.74,11,2.94,NF,20,23,6,5,0,0,0,0,0,12,0,0,11,0,0,1,3,563,11,11
18,2,2025,13,6,18,BEG,4.88,11,2.25,NF,23,18,10,3,0,0,0,0,0,15,0,0,13,0,0,2,3,833,9,11
18,2,2025,13,6,30,BEG,6.90,14,2.02,NF,16,25,6,6,1,0,0,0,0,32,0,0,28,0,0,4,4,937,14,14
18,2,2025,13,6,37,BEG,4.66,12,2.57,NF,17,23,12,2,0,0,0,0,0,20,0,0,17,0,0,3,3,706,11,11
18,2,2025,13,6,52,BEG,4.58,11,2.40,NF,25,15,9,5,0,0,0,0,0,15,0,0,14,0,0,2,3,518,11,11
18,2,2025,13,7,6,BEG,5.64,18,3.19,NF,21,16,13,4,0,0,0,0,0,23,0,0,22,0,0,1,5,723,16,17
18,2,2025,13,7,16,BEG,7.18,24,3.34,NF,19,14,15,6,0,0,0,0,0,27,0,0,24,0,0,1,1,966,17,20
18,2,2025,13,8,6,BEG,5.09,20,3.92,NF,18,19,12,4,1,0,0,0,0,21,0,0,20,0,0,1,1,599,14,15
18,2,2025,13,8,26,BEG,2.36,5,2.11,NF,30,10,8,5,1,0,0,0,0,9,0,0,8,0,0,2,2,454,5,5
18,2,2025,13,8,36,BEG,5.88,17,2.89,NF,17,16,13,8,0,0,0,0,0,26,0,0,24,0,0,3,2,737,15,15
18,2,2025,13,9,8,BEG,8.03,24,2.98,NF,13,24,11,5,1,0,0,0,0,34,0,0,30,0,0,4,1,972,15,19
18,2,2025,13,10,5,BEG,7.07,22,3.11,NF,13,27,11,3,0,0,0,0,0,32,0,0,29,0,0,3,4,1023,16,17
18,2,2025,13,10,31,BEG,7.26,21,2.89,NF,17,21,11,5,0,0,0,0,0,27,0,0,24,0,0,2,2,929,15,15
18,2,2025,13,10,50,BEG,5.79,12,2.07,NF,18,22,9,5,0,0,0,0,0,24,0,0,21,0,0,4,4,750,11,12
18,2,2025,13,11,2,BEG,5.09,14,2.75,NF,23,16,8,4,2,1,0,0,0,23,0,0,19,0,0,3,2,707,11,12
18,2,2025,13,11,34,BEG,7.47,29,3.88,NF,12,28,12,2,0,0,0,0,0,36,0,0,31,0,0,2,2,1058,15,18
18,2,2025,13,12,11,BEG,6.15,18,2.92,NF,22,17,13,0,2,0,0,0,0,22,0,0,21,0,0,2,2,898,13,14
18,2,2025,13,12,17,BEG,5.01,15,2.99,NF,19,18,11,5,1,0,0,0,0,19,0,0,17,0,0,2,1,604,12,12
18,2,2025,13,12,29,BEG,8.24,23,2.79,NF,18,16,16,3,1,0,0,0,0,30,0,0,26,0,0,2,2,1064,15,15
18,2,2025,13,12,46,BEG,7.50,20,2.66,NF,16,20,15,3,0,0,0,0,0,31,0,0,27,0,0,3,3,939,16,17
